State,Measures,Year,Values
North Carolina,Vehicles,2011,6249590
North Carolina,Licensed drivers,2011,6569341
North Carolina,Transit Ridership,2016,73196872
North Carolina,Highway Fatalities,2016,1450
North Carolina,Highway use of gasoline (thousand gallons),2016,4481824
North Carolina,Highway vehicle-miles traveled (millions),2016,116749
North Carolina,Vehicles,2016,8270643
North Carolina,Licensed drivers,2016,7267042
North Carolina,Transit Ridership,2012,74645035
North Carolina,Highway Fatalities,2012,1299
North Carolina,Highway use of gasoline (thousand gallons),2012,4106118
North Carolina,Highway vehicle-miles traveled (millions),2012,104949.9412
North Carolina,Vehicles,2012,7792560
North Carolina,Licensed drivers,2012,6677693
North Carolina,Transit Ridership,2015,75047430
North Carolina,Highway Fatalities,2015,1379
North Carolina,Highway use of gasoline (thousand gallons),2015,4252094
North Carolina,Highway vehicle-miles traveled (millions),2015,111878.5688
North Carolina,Vehicles,2015,7928973
North Carolina,Licensed drivers,2015,7160621
North Carolina,Transit Ridership,2013,76111109
North Carolina,Highway Fatalities,2013,1290
North Carolina,Highway use of gasoline (thousand gallons),2013,4177832
North Carolina,Highway vehicle-miles traveled (millions),2013,105212.5578
North Carolina,Vehicles,2013,7813850
North Carolina,Licensed drivers,2013,6822902
North Carolina,Transit Ridership,2014,78160544
North Carolina,Highway Fatalities,2014,1284
North Carolina,Highway use of gasoline (thousand gallons),2014,4326984
North Carolina,Highway vehicle-miles traveled (millions),2014,108012.1312
North Carolina,Vehicles,2014,7876030
North Carolina,Licensed drivers,2014,7025333
North Dakota,Transit Ridership,2021,1640177
North Dakota,Highway use of gasoline (thousand gallons),2021,384647
North Dakota,Highway vehicle-miles traveled (millions),2021,9255.66642
North Dakota,Vehicles,2021,925186
North Dakota,Licensed drivers,2021,549721
North Dakota,Transit Ridership,2020,1732830
North Dakota,Highway Fatalities,2020,100
North Dakota,Highway use of gasoline (thousand gallons),2020,362481
North Dakota,Highway vehicle-miles traveled (millions),2020,8767.60078
North Dakota,Vehicles,2020,899083
North Dakota,Licensed drivers,2020,539006
North Dakota,Transit Ridership,2022,1873783
North Dakota,Highway use of gasoline (thousand gallons),2022,372510
North Dakota,Highway vehicle-miles traveled (millions),2022,9179.77305
North Dakota,Vehicles,2022,1093509
North Dakota,Licensed drivers,2022,563161
North Dakota,Transit Ridership,2018,2695712
North Dakota,Highway Fatalities,2018,105
North Dakota,Highway use of gasoline (thousand gallons),2018,404051
North Dakota,Highway vehicle-miles traveled (millions),2018,9855.663669
North Dakota,Vehicles,2018,899953
North Dakota,Licensed drivers,2018,561333
North Dakota,Transit Ridership,2019,2554961
North Dakota,Highway Fatalities,2019,100
North Dakota,Highway use of gasoline (thousand gallons),2019,411541
North Dakota,Highway vehicle-miles traveled (millions),2019,9826.068271
North Dakota,Vehicles,2019,903667.712
North Dakota,Licensed drivers,2019,556064
North Dakota,Person miles (millions),2017,16842
North Dakota,Person trips (millions),2017,1684
North Dakota,Persons traveling (thousands),2017,1418
North Dakota,Transit Ridership,2017,2690648
North Dakota,Highway Fatalities,2017,116
North Dakota,Highway use of gasoline (thousand gallons),2017,402672
North Dakota,Highway vehicle-miles traveled (millions),2017,9716.836374
North Dakota,Vehicles,2017,1056758
North Dakota,Licensed drivers,2017,561667
North Dakota,Transit Ridership,2010,2929921
North Dakota,Highway Fatalities,2010,105
North Dakota,Highway use of gasoline (thousand gallons),2010,371038
North Dakota,Highway vehicle-miles traveled (millions),2010,8262.258786
North Dakota,Vehicles,2010,735644
North Dakota,Licensed drivers,2010,483097
North Dakota,Transit Ridership,2011,3226859
North Dakota,Highway Fatalities,2011,148
North Dakota,Highway use of gasoline (thousand gallons),2011,394850
North Dakota,Highway vehicle-miles traveled (millions),2011,9130.650273
North Dakota,Vehicles,2011,785866
North Dakota,Licensed drivers,2011,490146
North Dakota,Transit Ridership,2016,2849724
North Dakota,Highway Fatalities,2016,113
North Dakota,Highway use of gasoline (thousand gallons),2016,408811
North Dakota,Highway vehicle-miles traveled (millions),2016,9739
North Dakota,Vehicles,2016,894954
North Dakota,Licensed drivers,2016,555935
North Dakota,Transit Ridership,2012,3077666
North Dakota,Highway Fatalities,2012,170
North Dakota,Highway use of gasoline (thousand gallons),2012,419554
North Dakota,Highway vehicle-miles traveled (millions),2012,10081.49157
North Dakota,Vehicles,2012,810355
North Dakota,Licensed drivers,2012,502807
North Dakota,Transit Ridership,2015,3048454
North Dakota,Highway Fatalities,2015,131
North Dakota,Highway use of gasoline (thousand gallons),2015,433114
North Dakota,Highway vehicle-miles traveled (millions),2015,10036.21684
North Dakota,Vehicles,2015,890803
North Dakota,Licensed drivers,2015,545027
North Dakota,Transit Ridership,2013,3146863
North Dakota,Highway Fatalities,2013,148
North Dakota,Highway use of gasoline (thousand gallons),2013,432604
North Dakota,Highway vehicle-miles traveled (millions),2013,10099.64871
North Dakota,Vehicles,2013,845109
North Dakota,Licensed drivers,2013,513838
North Dakota,Transit Ridership,2014,3234577
North Dakota,Highway Fatalities,2014,135
North Dakota,Highway use of gasoline (thousand gallons),2014,465347
North Dakota,Highway vehicle-miles traveled (millions),2014,10511.26907
North Dakota,Vehicles,2014,870731
North Dakota,Licensed drivers,2014,527541
Ohio,Transit Ridership,2021,51284736
Ohio,Highway use of gasoline (thousand gallons),2021,4464007
Ohio,Highway vehicle-miles traveled (millions),2021,112923.0161
Ohio,Vehicles,2021,10892377
Ohio,Licensed drivers,2021,8283546
Ohio,Transit Ridership,2020,51505095
Ohio,Highway Fatalities,2020,1230
Ohio,Highway use of gasoline (thousand gallons),2020,4137129
Ohio,Highway vehicle-miles traveled (millions),2020,103114.9361
Ohio,Vehicles,2020,10592317
Ohio,Licensed drivers,2020,8100273
Ohio,Transit Ridership,2022,59017594
Ohio,Highway use of gasoline (thousand gallons),2022,4361302
Ohio,Highway vehicle-miles traveled (millions),2022,110577.5103
Ohio,Vehicles,2022,11028755
Ohio,Licensed drivers,2022,8405794
Ohio,Transit Ridership,2018,96600569
Ohio,Highway Fatalities,2018,1068
Ohio,Highway use of gasoline (thousand gallons),2018,4804259
Ohio,Highway vehicle-miles traveled (millions),2018,114474.4406
Ohio,Vehicles,2018,10913773
Ohio,Licensed drivers,2018,8032665
Ohio,Transit Ridership,2019,93057623
Ohio,Highway Fatalities,2019,1153
Ohio,Highway use of gasoline (thousand gallons),2019,4788084
Ohio,Highway vehicle-miles traveled (millions),2019,114693.5886
Ohio,Vehicles,2019,10901278.74
Ohio,Licensed drivers,2019,8032792
Ohio,Person miles (millions),2017,242210
Ohio,Person trips (millions),2017,28284
Ohio,Persons traveling (thousands),2017,22748
Ohio,Transit Ridership,2017,101988196
Ohio,Highway Fatalities,2017,1179
Ohio,Highway use of gasoline (thousand gallons),2017,4863364
Ohio,Highway vehicle-miles traveled (millions),2017,119597.9667
Ohio,Vehicles,2017,10809247
Ohio,Licensed drivers,2017,8011705
Ohio,Transit Ridership,2010,104814436
Ohio,Highway Fatalities,2010,1080
Ohio,Highway use of gasoline (thousand gallons),2010,4952455
Ohio,Highway vehicle-miles traveled (millions),2010,111835.7316
Ohio,Vehicles,2010,9800930
Ohio,Licensed drivers,2010,7963372
Ohio,Transit Ridership,2011,112077645
Ohio,Highway Fatalities,2011,1017
Ohio,Highway use of gasoline (thousand gallons),2011,4854761
Ohio,Highway vehicle-miles traveled (millions),2011,111989.9482
Ohio,Vehicles,2011,10217280
Ohio,Licensed drivers,2011,7982149
Ohio,Transit Ridership,2016,108929306
Ohio,Highway Fatalities,2016,1132
Ohio,Highway use of gasoline (thousand gallons),2016,4869710
Ohio,Highway vehicle-miles traveled (millions),2016,118608
Ohio,Vehicles,2016,10686057
Ohio,Licensed drivers,2016,7974951
Ohio,Transit Ridership,2012,114042664
Ohio,Highway Fatalities,2012,1121
Ohio,Highway use of gasoline (thousand gallons),2012,4824293
Ohio,Highway vehicle-miles traveled (millions),2012,112715.1131
Ohio,Vehicles,2012,10116250
Ohio,Licensed drivers,2012,8006183
Ohio,Transit Ridership,2015,113696073
Ohio,Highway Fatalities,2015,1110
Ohio,Highway use of gasoline (thousand gallons),2015,4804289
Ohio,Highway vehicle-miles traveled (millions),2015,113672.5052
Ohio,Vehicles,2015,10557323
Ohio,Licensed drivers,2015,7923439
Ohio,Transit Ridership,2013,114314018
Ohio,Highway Fatalities,2013,989
Ohio,Highway use of gasoline (thousand gallons),2013,4815395
Ohio,Highway vehicle-miles traveled (millions),2013,112766.7288
Ohio,Vehicles,2013,10360370
Ohio,Licensed drivers,2013,8030421
Ohio,Transit Ridership,2014,116660838
Ohio,Highway Fatalities,2014,1006
Ohio,Highway use of gasoline (thousand gallons),2014,4998767
Ohio,Highway vehicle-miles traveled (millions),2014,112766.2818
Ohio,Vehicles,2014,10453360
Ohio,Licensed drivers,2014,7915907
Oklahoma,Transit Ridership,2021,5732504
Oklahoma,Highway use of gasoline (thousand gallons),2021,1772549
Oklahoma,Highway vehicle-miles traveled (millions),2021,44759.7607
Oklahoma,Vehicles,2021,3353167
Oklahoma,Licensed drivers,2021,2597441
Oklahoma,Transit Ridership,2020,7984403
Oklahoma,Highway Fatalities,2020,652
Oklahoma,Highway use of gasoline (thousand gallons),2020,1652166
Oklahoma,Highway vehicle-miles traveled (millions),2020,42000.17854
Oklahoma,Vehicles,2020,3730247
Oklahoma,Licensed drivers,2020,2550560
Oklahoma,Transit Ridership,2022,6537909
Oklahoma,Highway use of gasoline (thousand gallons),2022,1737353
Oklahoma,Highway vehicle-miles traveled (millions),2022,44565.77349
Oklahoma,Vehicles,2022,3345331
Oklahoma,Licensed drivers,2022,2556609
Oklahoma,Transit Ridership,2018,10474418
Oklahoma,Highway Fatalities,2018,655
Oklahoma,Highway use of gasoline (thousand gallons),2018,1821895
Oklahoma,Highway vehicle-miles traveled (millions),2018,45433.01282
Oklahoma,Vehicles,2018,3699022
Oklahoma,Licensed drivers,2018,2504253
Oklahoma,Transit Ridership,2019,10287427
Oklahoma,Highway Fatalities,2019,640
Oklahoma,Highway use of gasoline (thousand gallons),2019,1815899
Oklahoma,Highway vehicle-miles traveled (millions),2019,44648.23661
Oklahoma,Vehicles,2019,3706623.797
Oklahoma,Licensed drivers,2019,2522670
Oklahoma,Person miles (millions),2017,124836
Oklahoma,Person trips (millions),2017,9398
Oklahoma,Persons traveling (thousands),2017,7604
Oklahoma,Transit Ridership,2017,10875118
Oklahoma,Highway Fatalities,2017,657
Oklahoma,Highway use of gasoline (thousand gallons),2017,1782740
Oklahoma,Highway vehicle-miles traveled (millions),2017,49402.2604
Oklahoma,Vehicles,2017,3744178
Oklahoma,Licensed drivers,2017,2505989
Oklahoma,Transit Ridership,2010,9724616
Oklahoma,Highway Fatalities,2010,668
Oklahoma,Highway use of gasoline (thousand gallons),2010,1856007
Oklahoma,Highway vehicle-miles traveled (millions),2010,47745.91733
Oklahoma,Vehicles,2010,3357460
Oklahoma,Licensed drivers,2010,2348718
Oklahoma,Transit Ridership,2011,9527338
Oklahoma,Highway Fatalities,2011,696
Oklahoma,Highway use of gasoline (thousand gallons),2011,1755853
Oklahoma,Highway vehicle-miles traveled (millions),2011,47463.57742
Oklahoma,Vehicles,2011,3428690
Oklahoma,Licensed drivers,2011,2370643
Oklahoma,Transit Ridership,2016,11352838
Oklahoma,Highway Fatalities,2016,687
Oklahoma,Highway use of gasoline (thousand gallons),2016,1831666
Oklahoma,Highway vehicle-miles traveled (millions),2016,49013
Oklahoma,Vehicles,2016,3737405
Oklahoma,Licensed drivers,2016,2498178
Oklahoma,Transit Ridership,2012,10626720
Oklahoma,Highway Fatalities,2012,709
Oklahoma,Highway use of gasoline (thousand gallons),2012,1859439
Oklahoma,Highway vehicle-miles traveled (millions),2012,47871.81167
Oklahoma,Vehicles,2012,3439940
Oklahoma,Licensed drivers,2012,2400358
Oklahoma,Transit Ridership,2015,11607964
Oklahoma,Highway Fatalities,2015,645
Oklahoma,Highway use of gasoline (thousand gallons),2015,1794536
Oklahoma,Highway vehicle-miles traveled (millions),2015,47713.00021
Oklahoma,Vehicles,2015,2988512
Oklahoma,Licensed drivers,2015,2621733
Oklahoma,Transit Ridership,2013,10813758
Oklahoma,Highway Fatalities,2013,678
Oklahoma,Highway use of gasoline (thousand gallons),2013,1798221
Oklahoma,Highway vehicle-miles traveled (millions),2013,47998.60776
Oklahoma,Vehicles,2013,3460010
Oklahoma,Licensed drivers,2013,2418307
Oklahoma,Transit Ridership,2014,11582878
Oklahoma,Highway Fatalities,2014,669
Oklahoma,Highway use of gasoline (thousand gallons),2014,1970501
Oklahoma,Highway vehicle-miles traveled (millions),2014,47698.78222
Oklahoma,Vehicles,2014,3517810
Oklahoma,Licensed drivers,2014,2451972
Oregon,Transit Ridership,2021,51445007
Oregon,Highway use of gasoline (thousand gallons),2021,1416896
Oregon,Highway vehicle-miles traveled (millions),2021,36841.97559
Oregon,Vehicles,2021,4010635
Oregon,Licensed drivers,2021,3029912
Oregon,Transit Ridership,2020,100076331
Oregon,Highway Fatalities,2020,508
Oregon,Highway use of gasoline (thousand gallons),2020,1298382
Oregon,Highway vehicle-miles traveled (millions),2020,32297.97845
Oregon,Vehicles,2020,4095442
Oregon,Licensed drivers,2020,2944828
Oregon,Transit Ridership,2022,63583145
Oregon,Highway use of gasoline (thousand gallons),2022,1363508
Oregon,Highway vehicle-miles traveled (millions),2022,36576.15997
Oregon,Vehicles,2022,4139333
Oregon,Licensed drivers,2022,3104916
Oregon,Transit Ridership,2018,124883788
Oregon,Highway Fatalities,2018,502
Oregon,Highway use of gasoline (thousand gallons),2018,1528662
Oregon,Highway vehicle-miles traveled (millions),2018,36848.41693
Oregon,Vehicles,2018,3942875
Oregon,Licensed drivers,2018,2930702
Oregon,Transit Ridership,2019,123764392
Oregon,Highway Fatalities,2019,493
Oregon,Highway use of gasoline (thousand gallons),2019,1506779
Oregon,Highway vehicle-miles traveled (millions),2019,35808.46532
Oregon,Vehicles,2019,3919156.992
Oregon,Licensed drivers,2019,2930701
Oregon,Person miles (millions),2017,90518
Oregon,Person trips (millions),2017,10542
Oregon,Persons traveling (thousands),2017,8080
Oregon,Transit Ridership,2017,126868084
Oregon,Highway Fatalities,2017,439
Oregon,Highway use of gasoline (thousand gallons),2017,1528634
Oregon,Highway vehicle-miles traveled (millions),2017,36752.88329
Oregon,Vehicles,2017,4103451
Oregon,Licensed drivers,2017,2910592
Oregon,Transit Ridership,2010,126850344
Oregon,Highway Fatalities,2010,317
Oregon,Highway use of gasoline (thousand gallons),2010,1483201
Oregon,Highway vehicle-miles traveled (millions),2010,33774.10556
Oregon,Vehicles,2010,3050250
Oregon,Licensed drivers,2010,2769734
Oregon,Transit Ridership,2011,127492715
Oregon,Highway Fatalities,2011,331
Oregon,Highway use of gasoline (thousand gallons),2011,1435758
Oregon,Highway vehicle-miles traveled (millions),2011,33373.39764
Oregon,Vehicles,2011,3128120
Oregon,Licensed drivers,2011,2773956
Oregon,Transit Ridership,2016,128851984
Oregon,Highway Fatalities,2016,498
Oregon,Highway use of gasoline (thousand gallons),2016,1500721
Oregon,Highway vehicle-miles traveled (millions),2016,36719
Oregon,Vehicles,2016,3811706
Oregon,Licensed drivers,2016,2855746
Oregon,Transit Ridership,2012,129552457
Oregon,Highway Fatalities,2012,337
Oregon,Highway use of gasoline (thousand gallons),2012,1423436
Oregon,Highway vehicle-miles traveled (millions),2012,33172.93743
Oregon,Vehicles,2012,3527240
Oregon,Licensed drivers,2012,2769757
Oregon,Transit Ridership,2015,129806734
Oregon,Highway Fatalities,2015,446
Oregon,Highway use of gasoline (thousand gallons),2015,1448883
Oregon,Highway vehicle-miles traveled (millions),2015,35998.50454
Oregon,Vehicles,2015,3607482
Oregon,Licensed drivers,2015,2808548
